-0.098773	0.284261	-0.299769	-0.046017	0.359848	0.594500	-0.126595	0.725613	0.640918	0.131325	0.353542	0.750825	0.250669	-0.190736	0.622893	-1.248301	-0.296354	-0.324657	-0.701746	0.587990	-0.116063	-0.029338	0.000720	-0.155082	0.498298	-0.153307	0.726262	-0.281623	-0.395297	-0.509212	0.595641	0.241722	-0.242840	0.185371	-0.522990	-0.519879	0.165367	-0.712473	-0.197244	0.058289	0.595411	-0.683956	-0.098248	0.227289	-0.193982	-0.804056	-0.475387	0.333796	0.310984	0.331821	-0.067935	-0.194053	0.388208	0.125226	-0.682642	-0.521933	-0.152498	0.232178	-0.357710	0.016822	-0.252955	-0.614787	-0.072780	0.440331	0.099188	-0.456549	0.007487	-0.115075	-0.827299	-0.003078	-0.740168	-0.324883	0.783753	-0.112933	-0.125769	0.732325	-0.170125	0.654106	0.315270	0.086292	0.530385	0.290721	-0.336475	-0.336104	0.145626	-0.220940	-0.072827	-0.105060	-0.201844	-0.434277	0.755870	0.170156	-0.252071	0.286565	0.490887	0.475908	-0.748249	0.116109	-0.007191	0.336538	
0.244451	0.303751	0.049507	0.024395	0.017641	0.139153	0.111019	-0.366551	0.239614	-0.085393	-0.052866	0.175971	-0.713039	0.028461	0.108578	-0.328025	-0.530934	-0.112420	-0.358021	0.316720	0.208892	0.061171	0.223175	-0.090343	0.433368	-0.005823	-0.196284	0.025822	-0.265695	-0.106810	0.070500	0.221810	-0.067537	0.382419	0.035981	-0.380063	-0.259995	0.047132	0.610319	-0.274417	0.156511	-0.213604	0.311653	-0.635120	0.144042	0.035856	0.067482	0.066304	0.196249	-0.010551	0.158966	0.307372	0.314239	-0.215329	-0.220928	-0.213152	-0.240013	-0.096492	0.507093	0.180347	-0.140309	-0.493626	-0.107056	0.198448	0.192943	-0.138301	-0.326804	0.093751	0.083206	0.592585	-0.354056	-0.096735	0.350279	0.013109	-0.204143	0.215272	-0.032991	0.062938	0.407521	0.058747	0.141373	-0.043459	0.084828	0.554768	0.196508	0.187451	0.297582	-0.306007	-0.325381	-0.110993	0.413208	0.467326	-0.075468	0.138497	0.313412	0.342025	-0.019096	0.436071	0.201862	0.106971	
0.072497	0.079487	0.112908	0.047330	-0.037570	0.234520	-0.025848	0.413232	0.315678	-0.338565	0.038251	-0.043562	-0.467794	0.367775	0.045285	-0.373320	-0.666998	0.087388	-0.086860	0.383454	-0.137091	-0.144110	0.170108	-0.490628	0.183828	-0.059568	0.031754	-0.011922	0.265014	-0.771516	0.331875	-0.068875	0.170334	0.194937	0.000811	-0.469252	-0.094570	-0.497634	0.438131	-0.043627	0.034506	-0.042046	-0.420556	0.091244	0.100147	-0.149415	0.215921	0.008926	-0.062755	-0.265824	-0.142892	0.708228	-0.063179	0.361620	-0.540036	-0.443359	0.025576	-0.090132	0.242220	0.187922	-0.374306	-0.545303	-0.166628	0.075023	0.275179	0.000739	0.057653	0.241546	0.129399	0.546802	-0.064254	0.318109	0.338807	-0.217854	0.212074	0.158749	-0.350227	0.062686	0.463039	-0.033247	0.223738	0.156200	-0.078856	0.249415	-0.052984	-0.273044	0.372492	-0.177527	-0.454074	-0.203454	0.594677	0.217694	-0.087881	0.131201	0.214880	0.026890	-0.195668	0.352988	0.495640	-0.167783	
0.022256	-0.054616	0.259546	-0.043765	0.386373	0.312884	0.042080	0.492066	0.457827	-0.392101	-0.229094	0.004941	-0.525254	0.146470	0.168834	-0.381640	-0.479509	0.020051	-0.630613	0.057971	0.045526	0.004182	-0.191815	-0.323567	0.227112	-0.022727	-0.200213	0.097911	0.019206	-0.028013	0.133308	0.416755	0.228321	0.328755	0.004362	-0.250469	0.013419	-0.372629	0.320049	0.094636	-0.051982	-0.150977	-0.129171	-0.234941	-0.049152	-0.413304	-0.421291	-0.039653	0.241882	-0.076014	-0.043923	0.391291	-0.033116	0.140440	-0.070277	-0.425136	0.187515	-0.077283	0.154020	-0.188608	-0.096843	-0.253240	-0.141814	0.417926	-0.077589	0.328159	0.462082	0.017675	-0.135778	0.915443	-0.158764	0.111912	-0.086779	0.075928	-0.059276	0.468138	0.333507	0.249298	0.237337	-0.134084	-0.011334	-0.273888	0.013316	0.317684	0.289423	-0.493755	0.407755	0.017805	-0.242336	0.171297	0.360272	0.133157	0.052455	0.062291	-0.221143	0.176094	-0.022305	0.145063	0.312555	-0.438668	
0.115902	0.014365	0.136648	-0.049485	0.352938	0.086249	0.577107	0.245945	0.598501	-0.192985	0.731863	-0.038271	-0.342345	0.086750	0.227235	-0.298460	-0.815570	-0.215030	-0.528142	-0.015839	0.570411	-0.644729	-0.272601	-0.224874	0.370510	-0.012662	-0.123285	0.258849	-0.458113	-0.288259	-0.438230	0.054437	0.309694	0.492285	-0.201113	-0.047850	0.045894	0.047866	0.175612	0.041072	-0.336174	-0.698970	-0.013590	-0.333898	-0.043947	0.051958	0.114808	-0.134869	-0.233086	-0.235522	-0.585431	0.128476	0.084825	0.197603	-0.204390	-0.459058	0.197233	0.048565	0.360415	0.603510	-0.232458	-0.466883	0.212018	0.232773	-0.030272	0.433716	0.383480	0.017685	-0.137144	0.863198	-0.358498	0.163029	0.277636	-0.552081	-0.017722	0.068641	-0.134240	-0.096498	0.391193	-0.334939	-0.157696	0.300697	-0.310822	0.483252	-0.175350	-0.463703	0.425434	-0.252640	-0.507397	0.499627	0.359620	0.258065	-0.108022	0.174926	0.303078	-0.284346	0.237958	0.336765	0.090628	0.161075	
0.270264	-0.044331	-0.091973	0.011988	0.078542	-0.022308	-0.028217	0.215391	0.129527	-0.340531	-0.195426	0.063075	-0.227267	-0.041812	-0.017590	-0.432661	-0.164202	-0.297552	-0.381328	0.191588	0.083622	0.006891	-0.082045	-0.321109	0.306767	-0.075231	0.018974	0.090167	-0.139900	-0.056696	0.188316	0.418800	-0.410949	0.293587	-0.049740	-0.190487	0.002318	-0.037612	0.189697	-0.083104	0.146638	-0.236727	-0.012446	-0.326553	-0.021124	-0.096991	-0.114214	-0.137773	0.068336	0.199559	-0.130950	0.417643	0.449098	0.042122	-0.145444	-0.737072	-0.398559	-0.146682	0.101784	0.067688	-0.450716	-0.413615	-0.260286	0.432552	0.310991	0.094555	0.124757	0.088711	-0.018450	0.611107	-0.210279	-0.005726	-0.028549	-0.168290	-0.083979	0.434604	-0.195331	0.076826	0.461045	-0.023787	0.166496	-0.192859	-0.050411	0.280133	0.071376	-0.085757	0.153198	-0.511372	-0.018719	0.065861	0.411798	0.168504	-0.453369	0.259493	0.010687	-0.176291	-0.095039	0.101350	0.418270	0.091324	
-0.314531	0.161199	0.364304	0.403790	0.540977	0.510970	0.112929	0.236299	0.162292	-0.735409	-0.110263	-0.040740	-0.193172	0.215404	-0.321813	-0.429905	-0.849346	0.336472	-0.246661	-0.114525	0.232594	0.144865	-0.087404	-0.499409	0.406986	-0.246053	0.305817	0.098817	0.565563	-0.467444	0.279007	-0.103506	0.287768	0.006335	0.125728	-0.025545	0.110339	-0.080588	0.418966	-0.266941	-0.183403	0.007787	-0.167599	-0.487072	0.246190	-0.063508	-0.177231	-0.302972	-0.542132	-0.177389	0.206811	0.141896	-0.233482	0.083461	-0.693932	-0.378653	0.190827	-0.188284	0.042461	-0.074527	-0.159892	-1.039474	0.402921	0.009369	0.138190	0.080108	-0.078254	0.320855	-0.081952	0.497664	-0.452804	0.109489	0.181846	0.101634	0.059048	0.628511	0.258896	0.299585	0.401320	-0.535622	-0.015125	-0.156891	-0.057021	0.318343	-0.415665	0.051588	0.240721	-0.552793	-0.455886	-0.187416	0.524066	0.219937	0.239623	0.079632	-0.138158	-0.219607	-0.322357	0.099407	0.278429	-0.115865	
-0.138491	-0.320145	-0.252819	-0.013684	0.702900	0.579844	0.786586	0.359069	0.342000	-0.114383	-0.188405	0.122651	0.074885	0.533957	-0.321949	-0.480646	-0.533488	0.485445	-0.296746	-0.352918	0.227300	0.125949	-0.064027	-0.659592	0.316892	0.047579	0.560516	-0.473005	-1.119659	0.093846	0.047350	-0.176908	-0.093854	0.449486	-0.145952	-0.340645	-0.381419	-0.590683	0.565967	-0.050959	-0.166154	-0.340134	-0.374600	0.127377	-0.005370	0.639869	-0.060537	0.327523	0.010339	0.520336	0.194765	0.910130	0.577959	0.681940	-0.177495	-0.361422	0.369358	-0.673639	0.214533	0.129668	0.145460	-0.204399	0.060727	0.814472	0.149220	0.087380	-0.033724	-0.040934	-0.018557	0.999637	-0.148555	0.402205	-0.571519	-0.154944	-0.169399	-0.031597	-0.212396	-0.277563	0.240254	0.160799	-0.051164	-1.086546	-0.635091	0.359343	0.140069	-0.470214	0.289087	-0.779821	-0.296697	0.177435	0.142949	0.283872	-0.283378	0.370854	0.465335	-0.080443	-0.018058	-0.128696	-0.005131	-0.156290	
0.588498	0.357458	-0.731637	0.062423	0.114076	0.536723	0.160578	-0.260447	0.176074	-0.484549	0.279060	-0.198652	-0.252132	0.417528	-0.160395	0.016238	-0.392543	0.716056	-0.582292	0.547924	-0.331791	-0.477850	0.652722	-0.215086	0.614779	0.168961	-0.276249	-0.001421	-0.214971	-0.129377	0.240232	0.326514	-0.129570	0.729063	-0.025843	0.067270	-0.165806	0.242692	0.556873	0.076149	0.217563	-0.425404	0.043001	-0.421012	0.032715	-0.026323	0.022135	-0.485015	0.381070	-0.235617	0.133896	0.573458	0.128449	-0.433224	-0.479989	-0.463826	-0.338384	-0.517256	-0.052723	-0.111538	-0.397118	0.288429	0.327470	0.097218	0.825544	-0.063567	0.035846	-0.014468	-0.242922	0.657528	-0.611902	-0.333256	0.605686	-0.157607	-0.184081	0.534905	0.180394	0.120387	0.494844	-0.072152	0.391161	-0.446287	-0.007034	1.560307	-0.354098	-0.005106	0.980334	-1.066249	-0.194896	-0.164375	0.527471	0.472142	-0.018669	0.083601	0.399086	-0.158157	-0.459487	-0.060553	0.617087	-0.204348	
-0.172220	0.176365	-0.036875	-0.002174	0.462523	0.528964	0.237939	0.518972	0.457392	0.126084	-0.083102	-0.026666	-0.131055	0.191843	-0.138268	-0.311070	-0.710653	0.300807	-0.420351	0.108544	-0.053445	0.031516	-0.171082	-0.691618	0.440114	0.468173	0.174770	-0.180403	-0.057062	-0.533728	0.615816	0.166468	0.273639	0.165716	0.012719	-0.583694	-0.583169	-0.215258	-0.496358	0.080462	-0.098323	0.759070	-0.297329	-1.011144	-0.783342	0.225356	0.149726	-0.392858	0.191969	0.289799	0.223777	0.829753	0.034887	0.999318	-0.301608	-0.443147	0.613995	-0.428778	0.361077	0.030910	-0.144783	-0.277186	0.140860	0.350716	-0.149575	0.273208	0.166980	0.009251	-0.497705	0.923176	0.483667	0.181185	-0.147967	-0.233581	0.168268	0.287860	0.551366	0.116405	0.895552	0.302231	0.150509	-0.580938	-0.304995	0.661493	0.000064	-0.302299	0.470228	-0.389577	-0.492579	0.511582	-0.108452	0.392968	-0.318003	0.026096	-0.446044	-0.268900	-0.090346	-0.275776	-0.148945	0.445136	
