3.238383	1.542888	-1.439835	3.500987	0.469846	1.733821	-2.373542	-1.164014	1.305273	-0.918159	-2.913958	-0.718938	-0.329075	-3.948375	-1.387098	3.023129	-1.858918	-1.809154	1.063732	0.860865	2.813926	-1.939793	5.428283	-0.615486	1.513729	2.086080	0.598829	-0.880115	-0.059723	0.803760	0.355302	1.113980	1.653210	2.395217	-1.375814	-1.844950	0.184490	-0.177902	1.026086	-1.780455	3.560575	-1.415310	1.967056	-1.427954	0.822611	-2.540327	-0.085875	2.979965	0.074201	-0.809944	-0.616256	1.116552	-0.352938	1.806378	1.708534	0.546266	-1.891255	-2.383639	0.588229	4.905001	-0.376063	-3.330117	-4.207014	1.156680	-4.400483	1.011300	1.157860	2.344894	-0.519562	3.111557	0.672883	-2.414986	3.781797	1.123325	1.890853	-0.540607	2.874419	0.223582	1.918029	-2.978283	1.660464	-2.087447	-2.233881	-3.023999	-1.048529	-2.460290	1.751972	1.069797	-0.869003	-0.262009	-0.232943	2.096388	2.120423	3.818190	-1.184959	3.178089	-1.117671	-4.197755	-2.108323	2.720882	0.262494	-3.002718	-1.553728	5.981295	-2.847687	-0.627017	-0.031721	1.097862	4.168649	-3.801896	-2.007374	-1.123886	-2.669134	0.620311	0.293581	1.105664	4.233785	3.541333	1.891580	0.800142	1.051571	-2.029234	-5.507295	2.907202	-2.364785	0.277580	-1.812069	-2.075459	2.339487	-1.125727	-0.552081	-3.917307	0.430630	1.446942	0.556818	-0.309684	2.259973	3.905863	-2.810065	-1.343230	0.391895	3.614071	-3.887925	-2.532990	0.541224	0.901830	-1.261849	0.736355	1.804710	-3.437088	
2.610438	2.847854	-0.883720	0.465028	-0.534393	1.376367	-0.055357	0.026272	3.751021	1.841128	0.759465	-1.065087	-5.014743	-2.498828	-0.796159	-2.692647	-1.557681	1.663605	5.475624	0.707738	1.452132	-0.429537	2.336893	0.714407	2.322558	0.116899	-2.827870	-0.675747	0.877620	3.337670	4.915841	1.383230	-0.126371	-0.111549	-4.838433	0.334809	-2.025434	-1.322324	-4.018603	-2.411378	2.048623	-1.659569	-1.671835	-6.043556	2.565704	-0.601372	2.704984	-0.897340	-0.302291	-2.830992	-1.900960	-1.400411	-4.998939	-2.623250	4.969909	3.837871	1.538060	-2.456462	-3.100381	4.232927	-1.218529	-1.467531	-1.025265	-2.782124	-5.105607	2.700876	0.569052	1.804650	1.130687	0.793917	4.946576	-1.346936	-1.091013	3.088908	0.631308	-2.477839	0.143532	0.025654	-0.972389	-3.517145	-0.792727	-0.976904	-1.253129	2.796326	-1.218865	2.916583	1.282117	-0.066586	-1.032845	-0.767654	3.910017	4.431555	0.471931	3.885857	-4.729117	5.593877	-1.439759	-1.854005	0.369825	-3.366354	-0.825827	3.889143	0.605109	1.640041	-1.616913	2.181641	-2.223162	-1.524617	2.792803	-2.947479	-3.560450	-2.056160	-2.086050	-1.354790	-7.116438	-1.575949	-0.802048	4.067740	1.531491	0.271613	-3.505414	2.813159	-0.876056	-2.536013	-1.206000	-3.157323	-0.383634	1.423493	3.022247	0.940479	1.024471	-3.068309	2.149738	0.424385	2.055572	-0.369628	1.657944	3.285128	-1.633057	1.015016	0.838546	0.262855	-2.841441	-0.360221	-4.194710	0.365298	-0.650675	0.324260	4.040714	0.614968	
-2.432924	0.739611	-1.009617	2.122489	-4.480065	5.197969	4.909297	4.815980	0.863046	-0.470865	-2.667663	1.355124	-7.579742	-1.531790	-3.691592	0.019631	-0.217991	3.918016	3.515134	-1.547640	-0.495167	-1.385941	6.186940	-0.719355	-0.510230	0.708255	-0.048273	-5.333711	1.753047	1.146590	3.032211	0.907673	0.604405	2.793964	0.427248	1.522760	2.707796	0.361022	1.174938	-2.064215	3.968604	-0.562627	-1.969173	-4.202117	-3.592287	-4.330023	-0.078605	-2.408258	-3.582757	-0.879851	-0.194935	0.193867	-1.296100	1.604826	4.826365	3.488413	-1.950923	-3.539543	-2.750423	2.582934	-0.957905	-1.313553	1.133821	-4.939340	-1.374841	1.525520	-0.051318	-0.706744	5.990426	1.037094	1.923673	-2.678779	0.670743	-2.693193	1.203365	1.263636	-2.392730	-3.871138	0.682081	-5.447116	-1.276408	2.188591	-2.434064	3.096149	-2.085467	0.121050	1.108994	1.318428	-2.487013	-1.305986	4.122170	4.371769	0.936951	1.421483	-4.456529	7.085398	-0.935978	3.723503	-1.085350	-0.861319	1.441504	3.516633	2.214503	0.774578	-2.142042	2.814605	2.048176	-0.469072	5.324346	-2.419570	0.262000	-0.465652	-2.604277	-2.154747	-4.252085	1.897568	2.539055	4.087359	0.726282	-1.618448	-4.114008	1.970901	-4.400333	1.503142	-2.028630	-1.601376	-3.003651	-0.250015	4.137635	2.383960	-1.844993	0.101639	3.208491	1.153569	-1.847986	1.560136	0.504053	1.299597	1.839689	1.024451	-3.891282	-1.234238	-0.378279	1.692517	-2.127931	0.117793	-1.694593	-3.149215	6.433813	-5.200570	
-2.240277	-1.045545	0.767137	4.748536	-1.307577	0.605718	2.358105	1.906785	1.777530	-1.409058	-3.194028	0.300009	-5.281784	-1.926245	-1.473132	1.771672	-5.392835	0.287896	4.509528	-0.564338	1.315700	-1.172959	3.696091	1.189322	-0.206031	1.220709	-4.317393	-1.834997	-0.224087	2.405085	1.901536	4.510967	5.464751	1.771864	-1.745185	3.289654	-2.363524	-0.749823	1.618633	-2.207106	3.784640	-1.158005	-1.272557	-2.185278	0.385361	-3.931103	-0.050251	2.700992	-0.303817	-2.880221	-2.149404	-1.188377	-0.327092	0.502356	2.414484	2.534369	-2.176296	-0.622655	-2.074205	4.021963	-1.992127	-3.312482	-0.321556	-2.436767	-1.292184	0.007938	-2.632462	-0.698653	3.289785	0.340453	-0.105211	-2.544644	2.674386	-1.846131	1.577614	-3.908889	-5.155817	1.740372	0.021721	-3.506700	-2.124325	-1.250817	-0.688126	3.873726	-4.828498	-0.445098	1.968211	0.776952	-2.389226	-1.728248	3.818737	4.015095	1.633988	3.183787	-3.061414	7.695946	-0.742752	0.498127	-1.284811	-2.583787	2.055505	0.429716	2.199623	3.547508	-2.398045	2.380041	1.054304	0.616021	3.454928	-1.530539	-2.081095	-4.253039	-0.081004	-0.058495	-3.916023	-1.453317	3.356224	3.657451	1.373821	1.478062	-1.118749	3.257330	-1.628835	-0.167204	0.944217	-3.009454	-1.935835	0.352099	1.629062	-1.196786	-0.016509	-1.686101	-1.046535	0.401681	-1.378017	2.389494	-1.811807	0.958502	0.761583	1.218173	-2.319021	0.633315	-2.715942	-0.924612	-2.582506	-4.164268	-0.739673	-1.035411	3.823230	-3.655499	
1.920568	-0.236489	1.399231	0.671684	-1.872091	3.817505	0.710051	2.710903	1.553799	-5.666293	-4.117786	-0.347699	-0.740216	-1.306854	-1.198559	-1.357117	-1.805125	1.222373	2.576897	3.106724	1.974095	-0.270395	4.135306	0.947553	-1.607121	1.679358	-5.570491	1.808435	-1.387568	-0.418760	4.411024	4.536860	3.507234	1.093020	-4.279557	-4.455484	0.555235	3.066188	-1.280539	2.979120	-1.464857	1.178214	2.447396	-2.595908	0.884161	-6.166261	-0.664761	-1.728015	1.112543	-1.399919	-4.932820	2.149796	-3.582873	0.986145	3.801866	2.155458	-1.981696	0.603229	-1.132445	4.682483	0.080471	-0.633634	-3.238676	-3.624476	-4.480634	1.679002	0.483802	1.879116	2.987089	0.731429	3.316626	-1.841749	-2.096849	0.959448	2.344787	0.090316	-1.320041	5.175270	1.316963	-1.353134	-6.362230	2.600223	-2.128426	4.161532	-5.315160	2.626398	-3.583565	0.410409	-3.051519	-1.609083	4.982474	-0.665663	-0.586217	-0.766452	-6.318698	2.457952	-0.285578	-3.491619	1.198847	-1.465569	1.813187	-0.255841	-0.842371	5.254802	4.101088	0.307518	1.349446	0.439448	1.183877	-1.128157	0.366977	2.363694	2.082102	-3.707337	-6.546750	-1.433695	1.376710	4.434781	3.543231	1.014160	0.857077	4.440781	-5.003727	-0.817776	0.340299	-3.207867	-2.047818	-1.904576	2.558407	0.686972	-2.034135	0.256937	1.604130	2.803904	-0.066383	1.118631	0.263923	-0.802826	4.287517	-3.239219	2.480556	-1.016755	-1.509060	2.781781	-1.258937	-0.657621	-1.197893	0.400716	3.014309	1.334493	
2.373036	2.084233	1.122173	5.447043	1.079961	-0.550674	1.722578	1.572382	-0.299784	-1.875381	-2.898457	-1.704854	-3.914508	-5.468052	-2.497498	-3.290554	-3.168227	0.217804	6.122246	-1.179802	3.481196	-2.855778	3.888454	-2.348826	0.629943	-0.406783	-4.749220	0.922031	-1.790205	0.513611	2.563115	2.900251	2.895085	4.805092	-1.184945	0.692459	-0.537106	-1.685774	-1.032255	2.326913	3.384252	-2.919966	-1.080644	-3.682909	-1.001982	-1.987438	0.105137	0.144768	-0.074067	0.726050	-2.809776	-0.349176	0.687835	2.388345	1.711980	2.243715	-4.185572	-0.696775	-4.793234	2.642097	-5.214592	-3.168189	-0.837090	-0.616794	0.018820	0.941469	-2.909086	3.710937	0.803433	-1.802521	0.642023	-1.839512	0.847438	-0.517228	1.783833	-0.379893	-0.802116	1.807260	-0.798926	-0.398409	-0.875646	-0.204187	-1.940224	1.181726	-0.111936	-0.090480	1.571961	0.578086	0.491465	-1.117177	3.615050	1.223558	0.590506	2.899167	-6.440049	6.699089	-0.401151	-0.105175	0.476391	0.797677	0.954256	1.454230	1.119203	1.687313	-3.192615	1.655312	0.879946	-0.670995	1.539999	-1.765068	1.054985	-5.251231	2.635715	1.295310	-5.985031	-2.239923	1.242732	2.207767	4.138409	-1.698588	-1.444139	1.526076	-4.027584	-0.764472	1.991236	-2.604785	-3.968441	-0.979872	3.760038	-2.745230	-2.945064	-1.040326	0.156986	0.111380	-0.248296	3.663091	-0.144182	-2.034901	-1.433171	-1.482965	-1.046011	0.097870	-4.321959	2.993534	-1.139401	-3.825449	-0.000301	-3.815113	1.087313	-0.862275	
1.362547	1.856404	-2.783588	3.685354	0.795257	1.211929	3.306710	2.767727	3.162797	3.218371	-2.773309	-1.530823	-2.868790	-3.033684	-2.977189	-2.267160	-2.287968	-1.411384	1.632191	-3.160711	0.984215	2.252146	3.050087	-0.523840	-1.969936	1.403666	-2.375001	-1.500191	1.445941	1.124069	3.244925	1.756184	0.785480	2.269331	0.841426	1.262707	-0.895516	0.773005	2.052614	0.814114	-0.009750	-2.291650	-2.596769	-3.981897	3.555357	-3.810875	2.981673	-3.020045	-2.028675	-4.542060	-2.979318	-3.516850	-5.511565	1.112956	1.242822	3.158108	-2.821136	-3.380921	-3.328045	0.562835	-0.443676	-2.008914	0.323326	-0.309372	-2.648339	0.624970	-2.911084	-0.378759	5.773880	1.065795	4.692389	1.031665	0.516653	-3.355655	3.776737	-1.188098	-0.294887	0.228264	-4.278666	0.584333	-1.903168	-0.083132	1.222862	2.904598	0.002114	4.243629	3.879978	-0.594130	-3.981250	-1.408108	5.461198	3.124564	1.258101	-2.289600	-2.137386	5.341337	-2.409059	0.781475	1.105198	-6.108304	3.091264	3.979457	-2.592344	2.771612	-1.575417	5.318972	-0.915040	-2.139668	2.689185	-3.984105	-1.635338	-2.259885	1.022428	-3.882079	-3.753361	0.897023	0.790490	0.927228	0.800971	4.684954	2.677680	4.320199	-4.484951	-0.063946	-0.300399	1.233770	-1.794590	-5.475278	0.167124	-1.885106	-4.121936	-1.190514	-4.906587	2.448139	-0.357067	-1.693883	-0.527253	2.370277	0.241127	2.713553	1.254902	-1.931723	-2.990982	0.899572	-2.859941	0.428007	-3.242918	-2.278315	4.392261	-4.271235	
1.217064	-0.797322	1.194499	3.129860	-2.897851	5.315004	3.845230	-1.078555	-0.707395	-0.893951	1.398160	-0.018491	-2.168179	-0.077243	-1.199333	-2.887087	-1.785700	-3.477165	-0.476392	-0.958015	1.906957	-0.659430	0.647153	-2.658721	-1.482572	1.260263	-3.591162	-0.598439	-1.392794	-0.203045	1.846084	1.533222	1.449924	0.998021	-0.835575	3.110791	-0.796266	2.536384	0.063405	3.172984	0.133431	-3.324511	2.610319	-3.260092	0.154196	-3.449337	3.891042	0.049140	1.265223	-1.124082	-2.533819	3.492322	1.439037	1.294167	4.005737	-2.004158	-0.789424	1.924136	-5.519785	4.698913	-0.535804	-2.352334	-0.570513	-3.818451	-0.553423	-4.394704	-5.476276	-4.812776	-0.369062	1.309915	-0.062643	-0.505895	-3.176838	0.652978	3.326186	-2.753208	-1.674721	1.475409	1.066850	-0.754348	-4.471368	-2.626075	-1.577371	2.485539	-6.004815	-0.229484	-4.025922	-2.755394	-0.938180	-3.346355	4.537302	4.524808	-0.526499	0.742669	-0.803555	5.870012	0.575580	5.686821	0.813828	-4.345506	-0.763604	4.284620	-1.254895	-0.712557	1.109769	0.892524	1.447999	1.972815	0.326161	-1.295865	-0.811035	-3.274146	0.300794	-3.746902	-5.237573	-1.098599	4.789776	2.875348	4.341334	-0.116934	3.770282	2.264251	-4.220483	-0.339270	4.901186	-2.374089	-0.088451	-3.580029	-2.044236	-1.996240	-4.173813	0.977286	1.898712	0.238597	-0.920974	-0.397739	-2.040833	-0.515037	-0.239094	0.033190	-4.693739	4.987598	-3.484361	-2.494342	0.196106	-2.670509	-1.056412	-3.758567	-0.102083	-1.225349	
-0.227836	2.435241	-1.535664	2.777972	-0.650636	4.601552	3.253775	-1.344157	4.064154	-1.492928	-1.646874	-0.870991	-3.825874	-2.212001	-0.799859	-2.711773	-2.727770	1.041492	4.045504	-0.543069	3.724067	-1.626000	3.677131	-1.691300	-2.327791	-0.872757	-1.854622	-0.097117	-3.299696	1.419766	-2.786048	0.567922	5.589823	0.922242	1.392917	-3.221092	-0.251500	0.731303	-1.202782	-3.387076	3.531331	-2.250749	1.897446	2.618900	2.498868	-3.489625	-0.542249	-3.542489	-1.670799	2.055320	1.662993	-0.212904	-3.039396	0.594649	-0.175587	4.537549	0.933882	-2.984328	1.437231	2.900907	-3.715979	2.720041	0.531617	1.888129	-0.922365	3.735812	-3.029578	-1.066366	2.476030	-1.885943	-2.323355	-0.394530	5.053459	-3.130353	-0.217161	0.550350	-1.858783	2.859175	-1.803345	-0.842137	-1.300241	-2.057921	0.608487	0.358131	-0.846217	2.154944	2.214412	1.626704	-0.138562	-1.506993	2.624976	2.943404	3.588425	4.134336	-0.705462	1.312566	-5.953412	2.510214	-0.577884	-0.138326	0.633226	-1.634836	1.102654	-1.612584	-0.615494	-1.754952	-0.769256	-2.100693	2.361403	-2.719590	4.128852	0.124957	0.346628	2.981567	-5.673452	-2.078730	-3.396685	-1.606533	0.797522	0.128158	-0.090324	2.767962	-0.403329	-4.810006	-0.896618	1.549751	1.245005	-3.150385	-0.105869	0.326095	-1.457044	-2.816823	1.853416	2.723653	0.503033	-1.423801	1.574981	-3.128051	-2.841411	3.589021	-1.203317	1.088864	-2.675608	-0.378603	-1.115581	-0.399634	-2.988473	2.245903	2.811618	-3.096309	
-2.851547	2.031664	0.037470	2.471331	0.753935	5.334271	-0.680453	-4.202793	1.325062	-0.156577	-1.768996	1.637753	0.444501	-4.000934	-0.155360	-0.924305	-2.320356	-0.463972	6.426801	-4.794953	0.281202	0.481677	1.567124	-1.468840	0.381906	1.831705	-2.534160	0.009362	0.801036	3.224409	-0.159548	-0.251342	5.219567	1.087398	1.943786	-2.070924	0.798572	1.528391	-4.599661	-2.366547	-0.235280	-0.185020	-3.100918	-7.460962	-1.306813	-4.736939	1.617580	2.068823	1.866827	-4.178177	-2.552364	-0.056540	-3.848413	5.045394	2.739410	1.400276	-0.124375	-0.796515	2.042640	1.843225	-2.542627	-0.332585	-3.586521	-2.044617	-2.324560	0.781026	-5.528697	-1.299296	0.218162	-4.258731	-2.912213	3.326589	-2.757125	0.595898	0.077351	-2.687648	-2.499294	-0.576287	-0.126597	-2.843748	3.285249	1.107452	-1.236592	2.328319	-2.416997	0.583230	-0.021524	0.090520	-1.541074	1.250147	3.219334	4.111150	2.821939	-2.156354	-2.999094	3.178163	-0.320855	1.664928	1.750864	-2.107702	-2.537377	3.002127	-2.318486	0.234067	2.346105	1.229621	3.281122	-3.607952	3.268352	-3.999077	-0.455129	-3.205330	0.872220	0.157563	-3.387767	-1.635649	3.995087	-0.048633	-0.925367	-1.671331	0.140509	-0.292259	-4.195775	-1.207582	-1.569480	1.783449	-0.079525	-1.309254	-0.287760	-0.574323	-0.782778	0.858797	0.595136	-0.537820	-2.031428	0.473694	-0.618100	-1.958810	3.140548	0.252491	-1.917926	-0.429082	-4.741652	0.612539	-2.269430	-0.493929	0.395463	1.183766	3.967198	-6.175276	
